x,y
0.007751937984496124,0.3153846153846154
0.007751937984496124,0.34615384615384615
0.007751937984496124,0.5153846153846153
0.007751937984496124,0.5923076923076923
0.007751937984496124,0.6076923076923076
0.007751937984496124,0.6846153846153846
0.007751937984496124,0.7615384615384615
0.023255813953488372,0.8384615384615385
0.03875968992248062,0.16153846153846155
0.03875968992248062,0.34615384615384615
0.03875968992248062,0.5
0.03875968992248062,0.5769230769230769
0.05426356589147287,0.4076923076923077
0.05426356589147287,0.5923076923076923
0.05426356589147287,0.6076923076923076
0.05426356589147287,0.7615384615384615
0.05426356589147287,0.8076923076923077
0.06976744186046512,0.2076923076923077
0.06976744186046512,0.2230769230769231
0.06976744186046512,0.25384615384615383
0.06976744186046512,0.2692307692307692
0.06976744186046512,0.5615384615384615
0.06976744186046512,0.6846153846153846
0.06976744186046512,0.823076923076923
0.06976744186046512,0.9
0.08527131782945736,0.8384615384615385
0.08527131782945736,0.8538461538461538
0.10077519379844961,0.06923076923076923
0.10077519379844961,0.5
0.11627906976744186,0.5
0.11627906976744186,0.6230769230769231
0.11627906976744186,0.6846153846153846
0.11627906976744186,0.8384615384615385
0.13178294573643412,0.1
0.13178294573643412,0.13076923076923078
0.13178294573643412,0.19230769230769232
0.13178294573643412,0.33076923076923076
0.13178294573643412,0.36153846153846153
0.13178294573643412,0.43846153846153846
0.13178294573643412,0.5923076923076923
0.13178294573643412,0.8384615384615385
0.13178294573643412,0.9
0.14728682170542637,0.7769230769230769
0.14728682170542637,0.8692307692307693
0.14728682170542637,0.8846153846153846
0.16279069767441862,0.023076923076923078
0.16279069767441862,0.6538461538461539
0.17829457364341086,0.2846153846153846
0.17829457364341086,0.9461538461538461
0.17829457364341086,0.9923076923076923
0.1937984496124031,0.8384615384615385
0.1937984496124031,0.9153846153846154
0.2248062015503876,0.06923076923076923
0.2248062015503876,0.1
0.2248062015503876,0.9461538461538461
0.24031007751937986,0.11538461538461539
0.24031007751937986,0.13076923076923078
0.24031007751937986,0.19230769230769232
0.24031007751937986,0.2230769230769231
0.24031007751937986,0.8384615384615385
0.24031007751937986,0.9307692307692308
0.2558139534883721,0.3153846153846154
0.2558139534883721,0.9769230769230769
0.2713178294573643,0.25384615384615383
0.2713178294573643,0.2692307692307692
0.2713178294573643,0.7
0.2868217054263566,0.038461538461538464
0.2868217054263566,0.23846153846153847
0.3023255813953488,0.08461538461538462
0.3023255813953488,0.7461538461538462
0.3178294573643411,0.23846153846153847
0.3178294573643411,0.9769230769230769
0.3488372093023256,0.11538461538461539
0.3488372093023256,0.9307692307692308
0.3643410852713178,0.2230769230769231
0.3798449612403101,0.17692307692307693
0.3953488372093023,0.9
0.4108527131782946,0.8692307692307693
0.4263565891472868,0.8846153846153846
0.4573643410852713,0.06923076923076923
0.4573643410852713,0.11538461538461539
0.4573643410852713,0.9461538461538461
0.4728682170542636,0.8384615384615385
0.4883720930232558,0.17692307692307693
0.5038759689922481,0.023076923076923078
0.5038759689922481,0.11538461538461539
0.5348837209302325,0.06923076923076923
0.5348837209302325,0.11538461538461539
0.5348837209302325,0.9615384615384616
0.5503875968992248,0.823076923076923
0.5503875968992248,0.9615384615384616
0.5658914728682171,0.9307692307692308
0.5813953488372093,0.023076923076923078
0.5968992248062015,0.007692307692307693
0.5968992248062015,0.1
0.5968992248062015,0.9153846153846154
0.6124031007751938,0.11538461538461539
0.6124031007751938,0.13076923076923078
0.6124031007751938,0.823076923076923
0.627906976744186,0.1
0.627906976744186,0.8538461538461538
0.627906976744186,0.9769230769230769
0.6434108527131783,0.17692307692307693
0.6434108527131783,0.8076923076923077
0.6589147286821705,0.007692307692307693
0.6589147286821705,0.023076923076923078
0.6744186046511628,0.038461538461538464
0.6744186046511628,0.25384615384615383
0.6744186046511628,0.8076923076923077
0.689922480620155,0.13076923076923078
0.689922480620155,0.19230769230769232
0.689922480620155,0.23846153846153847
0.689922480620155,0.25384615384615383
0.7054263565891473,0.2076923076923077
0.7054263565891473,0.23846153846153847
0.7209302325581395,0.16153846153846155
0.7209302325581395,0.2692307692307692
0.7209302325581395,0.8076923076923077
0.7209302325581395,0.823076923076923
0.7364341085271318,0.7
0.751937984496124,0.17692307692307693
0.751937984496124,0.8076923076923077
0.751937984496124,0.9615384615384616
0.7674418604651163,0.23846153846153847
0.7674418604651163,0.8538461538461538
0.7984496124031008,0.06923076923076923
0.813953488372093,0.14615384615384616
0.813953488372093,0.4230769230769231
0.813953488372093,0.4846153846153846
0.813953488372093,0.6846153846153846
0.8294573643410853,0.06923076923076923
0.8294573643410853,0.17692307692307693
0.8294573643410853,0.3
0.8294573643410853,0.5769230769230769
0.8294573643410853,0.6076923076923076
0.8294573643410853,0.6230769230769231
0.8449612403100775,0.19230769230769232
0.8449612403100775,0.2076923076923077
0.8449612403100775,0.3923076923076923
0.8449612403100775,0.6692307692307692
0.8449612403100775,0.7461538461538462
0.8604651162790697,0.36153846153846153
0.8604651162790697,0.5153846153846153
0.8604651162790697,0.6384615384615384
0.8604651162790697,0.6846153846153846
0.8604651162790697,0.7923076923076923
0.8604651162790697,0.9461538461538461
0.875968992248062,0.19230769230769232
0.875968992248062,0.25384615384615383
0.875968992248062,0.36153846153846153
0.875968992248062,0.45384615384615384
0.875968992248062,0.6692307692307692
0.8914728682170543,0.11538461538461539
0.8914728682170543,0.36153846153846153
0.8914728682170543,0.46923076923076923
0.8914728682170543,0.7
0.8914728682170543,0.8076923076923077
0.9069767441860465,0.14615384615384616
0.9069767441860465,0.2846153846153846
0.9069767441860465,0.3153846153846154
0.9069767441860465,0.6230769230769231
0.9069767441860465,0.9
0.9224806201550387,0.19230769230769232
0.9224806201550387,0.2076923076923077
0.9224806201550387,0.2230769230769231
0.9224806201550387,0.23846153846153847
0.9224806201550387,0.33076923076923076
0.9224806201550387,0.4076923076923077
0.9224806201550387,0.7615384615384615
0.9224806201550387,0.8538461538461538
